SAMPLE_ID,SAMPLE_NAME,IGSN,SAMPLE_TYPE,LATITUDE,LONGITUDE,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,ROCK NAME,REFERENCE,METHOD,EXPEDITION ID,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,V2O3,V2O5,Fe,Sr87_Sr86,Sr87_Sr86(I),Rb87_Sr86,E_Sr,Nd143_Nd144,Sm147_Nd144,E_Nd,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Hf176_Hf177,Lu176_Hf177,E_Hf,Re187_Os188,Os187_Os188,Os187_Os188(I),Be9,Be10,Be10_Be9,Sr87_Sr86(T),E_Tl,Ar40,Ar40_RG,Ar40_Ar36,Ar40_Ar39,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,CO2,F,Cl,Pa231,U234_U238_ACTIVITY,U238_Th230,U238_Th232_ACTIVITY,Th230_Th232,Th230_Th232_ACTIVITY,Th230_U238_ACTIVITY,Ra226,Ra226_ACTIVITY,Ra226_Th230,Ra226_Th230_ACTIVITY,Pa231_U235_ACTIVITY,Pb210,U238_Th230_ACTIVITY,Ag,As,Au,B,Ba,Be,Bi,Ca,Cd,Co,Cr,Cs,Cu,Ga,Ge,Hf,Hg,K,Li,Mo,Na,Nb,Ni,Os,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Th,Ti,Tl,U,V,W,Y,Zn,Zr,DELTA_B11,DELTA_D,DELTA_O18,AB[EM],AN[EM],OR[EM],FO[EM],FA[EM],EN[EM],FS[EM],WO[EM],TEMP,Age,OL[MODE],CPX[MODE],OPX[MODE],PLAG[MODE],OPAQ[MODE],MT[MODE],GM[MODE],VES[MODE],AMPH[MODE],FETI-OX[MODE],HORN[MODE],OX[MODE],PYR,SP[MODE],TI-MT[MODE]
PETDB-2519-J,J,,Whole Rock,55.3344,-162.0275,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",ICPAES[71975],,52.0,0.94,18.93,,,,,8.67,,0.17,4.27,9.55,,2.98,0.54,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDb-2519-KB02,KB02,,Whole Rock,59.24115,-153.32889,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[71976],,51.82,0.58,15.97,,,,,8.04,,0.16,7.81,11.04,,2.2,0.35,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-KLF04B115,KLF04B115,,Whole Rock,52.20411,-174.06624,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[71976],,52.91,0.858,17.64,,,,,9.02,,0.186,5.29,9.36,,3.27,1.27,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-KR04L207,KR04L207,,Whole Rock,52.24389,-174.12237,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[71976],,50.04,0.934,19.85,,,,,9.74,,0.192,4.91,10.23,,3.18,0.74,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-KR04SC204,KR04SC204,,Whole Rock,52.25105,-174.09261,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[71976],,56.17,0.786,17.24,,,,,7.92,,0.174,4.17,7.99,,3.56,1.8,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-KR04SC208,KR04SC208,,Whole Rock,52.24676,-174.1173,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[71976],,51.3,0.92,19.64,,,,,8.95,,0.186,4.85,10.03,,3.28,0.65,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-KTS404T5,KTS404T5,,Inclusion,52.16235,-174.02008,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",SIMS[62005],,38.53,0.03,0.06,0.03,,,,24.69,0.02,0.52,36.68,0.27,,2.83,0.96,0.28,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.0,466.0,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3694.0,,,,,,,,,,,,,,,,,,,,33.3,,80.2,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-KTS-604T1,KTS-604T1,,Whole Rock,52.21711,-174.04731,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[71976],,54.86,0.81,17.51,,,,,8.3,,0.182,4.46,8.55,,3.51,1.63,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-P1,P1,,Whole Rock,55.3344,-162.0275,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",ICPAES[71975],,58.3,0.84,16.73,,,,,7.62,,0.15,3.83,7.39,,3.17,1.64,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-P2,P2,,Whole Rock,55.3344,-162.0275,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",ICPAES[71975],,56.03,0.9,16.26,,,,,8.07,,0.15,4.05,8.03,,3.13,1.3,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-P4,P4,,Mineral,55.3344,-162.0275,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",EMP[68045],,60.05,1.27,19.08,0.02,,,,4.74,0.17,0.11,2.44,7.53,,0.73,1.99,0.3,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,311.0,694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,,,,41.8,,81.0,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-P5,P5,,Whole Rock,55.3344,-162.0275,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",ICPAES[71975],,56.69,0.95,16.75,,,,,8.25,,0.16,3.95,8.06,,3.25,1.37,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-P6A,P6A,,Whole Rock,55.3344,-162.0275,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",ICPAES[71975],,57.15,0.94,18.09,,,,,8.49,,0.18,3.88,7.65,,3.33,1.03,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-P6B,P6B,,Whole Rock,55.3344,-162.0275,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",ICPAES[71975],,55.33,0.97,17.16,,,,,8.65,,0.16,3.98,7.54,,3.12,1.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-P7,P7,,Mineral,55.3344,-162.0275,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",EMP[68045],,52.22,0.75,0.98,0.01,,,,20.43,0.06,0.7,22.08,1.88,,2.8,1.31,0.5,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,839.0,1892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0,,,,,,,,,,,,,,,,,,,,,,69.3,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-RKAK-1,RKAK-1,,Inclusion,54.13306,-165.9856,,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",EMP[64053],,57.13,1.13,17.48,0.02,,,,3.8,,0.16,1.41,4.06,,1.97,1.14,0.38,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,666.0,1153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,50.5,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-SEG-0701,SEG-0701,,Whole Rock,52.28518,-172.45847,-107.0,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[69983],,49.93,0.92,18.14,,,,,9.35,,0.2,0.09,6.6,,3.04,0.19,0.22,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,415.0,981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451.0,,,,,,,,,,,,,,,,,,,,59.5,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-SEG-0702,SEG-0702,,Whole Rock,52.28677,-172.459833,-141.0,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[69983],,57.54,1.17,16.3,,,,,8.66,,0.17,2.91,6.62,,3.86,0.99,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-SEG-0703,SEG-0703,,Whole Rock,52.28677,-172.459833,-141.0,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[69983],,61.46,1.1,15.12,,,,,7.05,,0.16,2.08,4.97,,4.44,1.36,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-SEG-0705,SEG-0705,,Mineral,52.29847,-172.48093,-516.0,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",EMP[68045],,37.73,0.99,0.08,0.03,,,,23.4,0.07,0.38,38.51,0.26,,2.8,0.6,0.18,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,136.0,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.0,,,,,,,,,,,,,,,,,,,,42.8,,74.6,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-SEG-0706,SEG-0706,,Inclusion,52.30817,-172.48621,-625.0,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",EMP[64053],,50.94,0.51,18.87,0.01,,,,7.86,0.13,0.26,42.99,10.0,,0.33,0.53,0.07,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,189.0,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.0,,,,,,,,,,,,,,,,,,,,92.3,,81.3,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-SEG-0707,SEG-0707,,Inclusion,52.30777,-172.48399,-529.0,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",EMP[64053],,54.99,0.81,17.66,0.04,,,,7.27,0.12,0.41,4.17,8.85,,3.16,0.78,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,72.8,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-SEG-0708,SEG-0708,,Inclusion,52.30777,-172.48399,-529.0,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",EMP[64053],,61.64,0.98,1.06,0.07,,,,7.14,,0.17,1.75,1.99,,3.83,1.17,0.28,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,342.0,917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-SEG-0709,SEG-0709,,Whole Rock,52.30777,-172.48399,-529.0,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[69983],,53.87,0.84,16.74,,,,,8.18,,0.16,5.55,9.08,,2.84,0.64,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-SEG-0710,SEG-0710,,Inclusion,52.30777,-172.48399,-529.0,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",EMP[64053],,58.99,1.39,2.17,0.02,,,,12.57,,0.15,4.25,17.95,,0.24,1.02,0.26,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0,426.0,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2519-SEG-0711,SEG-0711,,Whole Rock,52.30777,-172.48399,-529.0,,VOLCANIC_ARC,TEPHRA,"ZIMMER, 2010[2519]",XRF[69983],,56.29,0.99,16.87,,,,,8.07,,0.15,4.06,7.76,,3.41,0.89,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01KD137A,01KD137A,,Whole Rock,57.4,-153.5,,,VOLCANIC_ARC,BASALT,"AYUSO, 2009[2520]",MC-ICP-MS[75504],,,,,,,,,,,,,,,,,,,,,,,,,,0.705491,,,,0.512852,0.2042,4.2,19.054,15.543,38.322,,,,,,,,,,0.70548,,,,,,,,,10.8,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,3.2,,,,,,,461.0,,0.28,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01KD141A,01KD141A,,Mineral,57.4,-153.5,,,VOLCANIC_ARC,TONALITE,"AYUSO, 2009[2520]",Unknown[71570],,,,,,,,,,,,,,,,,,,,,,,,,,0.704465,,,,,,,18.836,15.577,38.414,,,,,,,,,,0.7037,,,,,,,,,21.07,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.71,76.0,,,,,,,235.7,,5.78,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01KD56A,01KD56A,,Mineral,57.4,-153.5,,,VOLCANIC_ARC,GRANODIORITE,"AYUSO, 2009[2520]",MC-ICP-MS[75504],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512649,0.141,-1.8,18.899,15.603,38.58,,,,,,,,,,,,,,,,,,,17.2,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.77,56.4,,,,,,,242.8,,4.6,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01KD60B,01KD60B,,Mineral,57.4,-153.5,,,VOLCANIC_ARC,GRANODIORITE,"AYUSO, 2009[2520]",CALC[75505],,,,,,,,,,,,,,,,,,,,,,,,,,0.705877,,,,0.512446,0.1277,-3.7,18.872,15.563,38.449,,,,,,,,,,0.70497,,,,,,,,,16.72,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.77,71.6,,,,,,,187.5,,4.52,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01KD70C,01KD70C,,Mineral,57.4,-153.5,,,VOLCANIC_ARC,GRANITE,"AYUSO, 2009[2520]",Unknown[71570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.918,15.595,38.556,,,,,,,,,,,,,,,,,,,4.53,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.09,124.8,,,,,,,33.9,,1.23,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01KD72B,01KD72B,,Mineral,57.4,-153.5,,,VOLCANIC_ARC,GRANODIORITE,"AYUSO, 2009[2520]",Unknown[71570],,,,,,,,,,,,,,,,,,,,,,,,,,0.706943,,,,0.51255,0.13334,-1.2,18.926,15.587,38.543,,,,,,,,,,0.7059,,,,,,,,,29.07,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.37,86.2,,,,,,,194.5,,8.59,,,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01KD74B,01KD74B,,Mineral,57.4,-153.5,,,VOLCANIC_ARC,GRANODIORITE,"AYUSO, 2009[2520]",Unknown[71570],,,,,,,,,,,,,,,,,,,,,,,,,,0.707403,,,,0.512535,0.1297,-1.5,18.948,15.577,38.61,,,,,,,,,,0.70636,,,,,,,,,33.97,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,78.8,,,,,,,179.1,,9.2,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01KD75D,01KD75D,,Mineral,57.4,-153.5,,,VOLCANIC_ARC,DIORITE,"AYUSO, 2009[2520]",MC-ICP-MS[75504],,,,,,,,,,,,,,,,,,,,,,,,,,0.703914,,,,0.512511,0.1738,-2.3,18.969,15.578,38.514,,,,,,,,,,0.70346,,,,,,,,,5.02,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,30.7,,,,,,,158.9,,2.2,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01PH104B,01PH104B,,Whole Rock,57.4,-153.5,,,VOLCANIC_ARC,GABBRO,"AYUSO, 2009[2520]",Unknown[71570],,,,,,,,,,,,,,,,,,,,,,,,,,0.705186,,,,0.512499,0.2028,-2.7,18.854,15.558,38.478,,,,,,,,,,0.70489,,,,,,,,,9.82,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,34.0,,,,,,,275.9,,0.33,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01PH107B,01PH107B,,Mineral,57.4,-153.5,,,VOLCANIC_ARC,GRANITE,"AYUSO, 2009[2520]",Unknown[71570],,,,,,,,,,,,,,,,,,,,,,,,,,0.706452,,,,0.512933,0.1117,6.4,18.935,15.567,38.554,,,,,,,,,,0.70358,,,,,,,,,4.68,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,107.7,,,,,,,88.8,,2.25,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01PH116A,01PH116A,,Whole Rock,57.4,-153.5,,,VOLCANIC_ARC,TONALITE,"AYUSO, 2009[2520]",Unknown[71570],,,,,,,,,,,,,,,,,,,,,,,,,,0.705111,,,,0.512728,0.1381,2.2,18.898,15.564,38.524,,,,,,,,,,0.70472,,,,,,,,,13.32,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.02,41.3,,,,,,,249.1,,2.79,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-01PH121A,01PH121A,,Mineral,57.4,-153.5,,,VOLCANIC_ARC,TONALITE,"AYUSO, 2009[2520]",Unknown[71570],,,,,,,,,,,,,,,,,,,,,,,,,,0.706255,,,,0.512467,0.13,-2.8,18.96,15.575,38.547,,,,,,,,,,0.70546,,,,,,,,,20.49,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.72,72.0,,,,,,,213.3,,5.25,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-RA02AK01,RA02AK01,,Whole Rock,57.4,-153.5,,,VOLCANIC_ARC,METASEDIMENTARY,"AYUSO, 2009[2520]",MC-ICP-MS[67663],,59.27,0.94,17.44,,8.39,,,,,0.09,3.24,0.45,,2.48,2.75,0.24,,4.73,,,,,,,0.708219,,,,0.512549,0.1337,-1.22,19.166,15.64,38.814,,,,,,,,,,,,,,,,21.3,42.0,5.2,20.921,4.6,1.0,3.8,0.7,4.13,0.83,2.59,0.4,2.48,0.37,,,,,,,,,,,,,,,,,,4.0,14.9,4.0,,917.0,,1.29,,0.9,16.0,109.3,5.8,152.0,22.0,1.1,4.4,356.0,,,,,10.0,59.0,,16.0,91.0,,0.121,0.9,22.0,0.71,1.3,133.0,0.72,7.1,,0.49,2.8,165.4,1.1,22.0,149.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-RA02AK02,RA02AK02,,Whole Rock,57.4,-153.5,,,VOLCANIC_ARC,METASEDIMENTARY,"AYUSO, 2009[2520]",Unknown[67662],,61.33,0.91,17.01,,7.97,,,,,0.09,3.08,0.41,,2.61,2.64,0.21,,4.39,,,,,,,0.708496,,,,0.51249,0.1331,-2.37,19.029,15.588,38.363,,,,,,,,,,,,,,,,19.6,39.7,5.0,19.999,4.402,0.9,3.5,0.64,3.78,76.0,2.34,0.37,2.28,0.34,,,,,,,,,,,,,,,,,,3.8,19.6,3.8,,820.0,,0.97,,1.3,19.0,96.3,5.3,53.0,20.0,0.9,4.1,373.0,,,3.7,,10.0,62.0,,13.73,86.57,,0.337,1.4,20.0,0.88,1.2,120.89,0.67,6.64,,0.48,2.58,152.4,1.0,20.0,157.3,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-RA02AK03,RA02AK03,,Whole Rock,57.4,-153.5,,,VOLCANIC_ARC,METASEDIMENTARY,"AYUSO, 2009[2520]",Unknown[67662],,63.07,0.81,15.87,,7.29,,,,,0.12,2.63,1.39,,2.36,2.05,0.24,,3.93,,,,,,,0.707029,,,,0.512432,0.1258,-3.45,19.057,15.607,38.581,,,,,,,,,,,,,,,,25.1,49.3,6.1,24.3,5.1,1.4,4.8,0.79,4.35,0.86,2.6,0.39,2.39,0.36,,,,,,,,,,,,,,,,,,0.4,18.5,0.4,,797.0,,0.69,,,20.0,110.5,3.6,67.0,18.0,1.4,3.8,128.0,,,2.5,,7.0,75.0,,9.0,68.75,,0.153,1.3,18.0,0.9,,183.0,0.64,5.8,,0.44,2.39,159.8,0.8,23.0,135.8,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-RA02AK04,RA02AK04,,Whole Rock,57.4,-153.5,,,VOLCANIC_ARC,METASEDIMENTARY,"AYUSO, 2009[2520]",Unknown[67662],,63.78,0.77,15.5,,6.43,,,,,0.07,2.36,1.44,,2.62,2.3,0.22,,3.29,,,,,,,0.706438,,,,0.512533,0.1331,-1.53,18.981,15.567,38.484,,,,,,,,,,,,,,,,18.9,36.5,4.6,18.359,4.0,1.1,3.3,0.62,3.64,0.72,2.25,0.34,2.07,0.31,,,,,,,,,,,,,,,,,,0.3,15.2,0.3,,781.0,,0.55,,0.5,13.0,81.3,4.9,59.0,17.0,1.2,4.5,96.0,,,2.6,,9.0,57.0,,21.07,76.62,,0.203,1.0,16.0,0.66,,237.0,0.59,5.9,,0.38,2.5,125.1,0.9,19.0,156.8,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-RA02AK10,RA02AK10,,Mineral,57.4,-153.5,,,VOLCANIC_ARC,TONALITE,"AYUSO, 2009[2520]",Unknown[71570],,,,,,,,,,,,,,,,,,,,,,,,,,0.704869,,,,0.512546,0.1399,-1.3,18.903,15.59,38.537,,,,,,,,,,0.70426,,,,,,,,,18.28,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34,61.9,,,,,,,241.5,,3.51,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2520-RA02AK11,RA02AK11,,Whole Rock,57.4,-153.5,,,VOLCANIC_ARC,METASEDIMENTARY,"AYUSO, 2009[2520]",Unknown[67662],,61.74,0.88,17.72,,6.91,,,,,0.12,2.59,1.03,,1.75,2.97,0.25,,3.52,,,,,,,0.708908,,,,0.512269,0.1335,-6.68,19.051,15.583,38.725,,,,,,,,,,,,,,,,24.0,46.0,5.5,21.8,4.8,1.1,4.5,0.77,4.25,0.88,2.65,0.41,2.66,0.4,,,,,,,,,,,,,,,,,,6.5,19.5,6.5,,1190.0,,0.48,,,10.0,106.2,5.3,35.0,20.0,1.4,4.2,43.0,,,4.9,,10.0,49.0,,10.0,98.0,,0.004,3.2,21.0,0.41,1.1,129.0,0.73,7.16,,0.63,2.75,182.0,1.1,23.0,115.6,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
